horizon_sec,policy,trades,exit_now_mean,continue_final_mean,net_management_value_mean,saved_loss_points,lost_tail_points
30,EXIT_ALL,3655,1.795075239398085,3.3964432284541724,-1.6013679890560875,76687.0,83030.0
60,EXIT_ALL,3655,0.9365253077975376,3.3964432284541724,-2.459917920656635,68394.0,76666.0
