Year,Trades,Prior14SessionRangeMean,Prior14SessionRangeMedian,GrossExpectancyPts,Net2ExpectancyPts,GrossExpectancyPctOfRange,Net2ExpectancyPctOfRange,AvgMFEPctOfRange,AvgMAEPctOfRange
2024,1189,335.37925027033515,294.14285714285717,2.3204373423044573,0.32043734230445753,0.5294237188087941,-0.15456354477135215,10.073505922601992,10.567245358422028
2025,1057,342.9888498445736,312.92857142857144,2.562913907284768,0.5629139072847682,0.7820443450286126,0.13847809168867395,12.895577932349347,12.18821606549374
2026,1409,742.4081922336002,709.8571428571429,4.929737402413059,2.9297374024130587,0.6439416250147022,0.33244634044581395,9.908306943456143,9.750547341127955
