TimeBucket,Q1,Q2,Q3,Q4,Q5
08:45-09:00,8.142857142857142,11.25,-14.625,-6.7560975609756095,6.2682926829268295
09:00-09:30,-16.318181818181817,5.40625,26.142857142857142,-4.713286713286713,11.337016574585636
09:30-10:30,8.428571428571429,-20.846153846153847,-3.2857142857142856,3.634782608695652,4.21409214092141
10:30-11:30,13.0,-15.642857142857142,-2.9285714285714284,-0.6818181818181818,-0.7225433526011561
11:30-13:45,8.166666666666666,-8.307692307692308,-7.875,-6.777777777777778,-9.803108808290155
Night,-4.28125,4.129032258064516,-8.563636363636364,1.0585585585585586,1.587227414330218
