file_name,bytes,sha256,class,repository_policy
repeat_45_bucket_stats.csv,2178,b6ee9beecdc564dfd6ca7023e6b61c40e1acae90adf8a3ba7420e174ca42ea8d,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
repeat_shock_cluster_bootstrap.csv,240,aec7d0cb88f3af858bbeccf7e270a9805b687166c7281fe4b3cb879fddf398ef,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
repeat_shock_cooldown_sensitivity.csv,965,3368d8a6dbf50a2c8fac33f31d16c86b49b802d3f1c951120b5f661e03e1a571,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
REPEAT_SHOCK_FURTHER_RESEARCH.md,2222,5e4514398ae46a7391d399938409d559a9410414273f49559c1aae81b8d3b7e6,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
repeat_shock_overlay_sensitivity.csv,8656,7aa154f64b2e8c907208c99ff677558df99a3a80742bc3ab81e7a3143c933f85,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
repeat_shock_pseudo_LOYO.csv,210,5b6bf1a6dee7b99ecf4d2fe4ea1dfe8f257b9145083633bc6714a89414d3f2f0,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
repeat_shock_strategy_comparison.csv,645,8de1b017cfc582f4248c5a42e718f0344e1b654e9793364dc807d989cda2e256,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
risk_gated_threshold_invalidation_grid.csv,977,fb3cc431696ca9b27596e52a9374156b5456c2c97114f6faf458e1faeab8501a,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
risk_grade_cluster_bootstrap.csv,198,81edaeeab3a4809ef86d8d7969b724219cd2c92f188d7fd42dbcf5aab0a5f2fb,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
risk_grade_gate_state_replay.csv,900,e01064ddecab9b49f4200afb3fc675c3ddec19518f3ff27f403f1afd4f3e9980,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
risk_grade_point_tail_stats.csv,310,cc29674b7a98d18e6013eb182df55ff3d22aaf5c647a18a3c73879f891c3986c,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
risk_grade_severity_stats.csv,2471,137af319cf51ebcfe658470b1fa48a46ad5decdb6e6c80f8bdb653ad8b014449,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
risk_grade_tail_capture.csv,454,3a8dd95d3603bffbddfcbd0f6cf64de1222ad04250aa60d5036e3dd3e512b3ae,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
risk_invalidation_candidate.csv,214006,8f95cb3ce08a4a9f8b1dec4c14893f13b52a0ce6e49e407513b902888b2b3856,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
RISK_INVALIDATION_R2.json,744,e10118c84b2612aa96be04f98ca4222a9813a200a19603dcb9fefffb5ba23139,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
risk_overlay_R1_trades.csv,183000,5804b341a4162908ecf76dd43b4cb050101f51ad6a02b4610202c6e98fb79420,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
risk_overlay_R2_trades.csv,169634,c572d754e0ea7c792ed5431a640ebefd2354372e9adf3dce61c443764e553497,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
