B,rr_median,rr_lo,rr_hi,rd_median,rd_lo,rd_hi,p_rd_gt0
30000,10.006125703564727,3.0193938734030197,18.794172113289758,0.11427241157317419,0.019765050354777623,0.21141600290405332,0.9934333333333333
