target,total_events,extreme_events,capture_rate,extreme_trade_share,extreme_event_rate,rest_event_rate,risk_ratio
cat_mae5,21,8,0.38095238095238093,0.056533827618164965,0.13114754098360656,0.012770137524557957,10.269861286254729
cat_range50,11,4,0.36363636363636365,0.056533827618164965,0.06557377049180328,0.0068762278978389,9.536299765807962
loss3,42,8,0.19047619047619047,0.056533827618164965,0.13114754098360656,0.03339882121807466,3.926711668273867
