file_name,bytes,sha256,class,repository_policy
stop_stress_candidate.csv,1129,b3410f585f484051205263b1d807ca07f7c3bf7aef71ca53293f0b42827ab395,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
stress180_fixed_thresholds.csv,529,7e58009f0cf53b055c0b4bf99dd3c0a8abb44b0f2f815fc57b4f8216394233c6,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
stress180_pseudo_loyo.csv,332,83a6dc20ecb3196fdb3bfc2b9a47934a579269e06c91a377f43200c11f4f2000,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
stress_horizon_matrix.csv,1833,fba2ebebd8d1828430b100ede14c87a89aa9e6a4c87dc385c2bf65185f54d949,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
tail_loss_counts.csv,137,af5a02cb0abcbaae95d2aa3d1386b8ba0852e4c8e5d3f40d16de729e28ec5f4a,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
tail_loss_examples.csv,1879,882dba058237cb32a860ed4016ee4edbdd21febc4ede8157c3e762cbe3cf774b,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
TAIL_RISK_DIAGNOSTIC_R2.md,3135,ac121c53994856abcb858a496747c4c8eaa7be3e0adb1cce4bd4060b8afe7681,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
tail_risk_overlay_annual.csv,1261,711e26e7857026377b43879318e020b027c531bb46ca4b7ea4c80b62b14e61b6,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
tail_risk_overlay_comparison.csv,461,f684940a7f117fd3a946a10efdeb721412f9d23590740fd0f6fca910fe9cc42c,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
threshold3_cumulative_warning.csv,491,90af93eddbc03abd290b022c5efa0d8316a95749548a90d80f8b96ca0ac44984,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
threshold3_timebucket_outcomes.csv,717,649ddc1dacc479b6728f0e94acc41857233048724e2e77a7576e500c331a5e5d,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
threshold_3x_invalidation_trades.csv,97799,7f2cb5feeef75b0004b93f1877a8ad03458f37c52468c0acb7de9a33819b6f21,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
threshold_breach_timeline_all_trades.csv,55804,87baa35d6d6917e98ca6f7b5cc47bf31a80cdad64e8dcd09803c1d5a3a56c2e2,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
threshold_multiple_invalidation_grid.csv,1075,c41602828a7b4e4c4629c4aff5665e274e52c0f41b3d5e1d9ee8f0e0b84e49d9,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
time_bucket_sensitivity.csv,1047,df2d4c19b96f213de0f80c1bcda73b7884c0e87c5554197b3d3152ff7ae330f9,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
trades_stop_100.csv,98415,4ff034ee807de8636491c921714ec37e7e8d1e5f2224c7cf05b3ee9ab0651c02,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
trades_stop_150.csv,92996,874d23be5a2bc31cc151f8f4fc10fc1faaf867f13f5acc4df40530c5a758f2ce,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
trades_stop_200.csv,91455,9f68bdf839c8eb27b6a343a91a5b25e56c5d252f8c9f4586d34498a77eaf2ecf,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
trades_stop_50.csv,115251,282952e1511cde49c5a37f0ff2d93715a553a4ea90bc91adea62fb44bb53051b,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
trades_stop_75.csv,103596,0fccb7727d2b0f96e0dedcde3c968e5b5ba470c5109dc4a6e16c7d8eb8939047,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
trades_stop_none.csv,90063,d7e20e8ac806ea385c105be0a9b74663ee852626458905cc0d3b0458ec4aa7d1,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
walkforward_extreme_snapshots.csv,6539,8118ef52d691457f6f43ee334e27fa7ad375939f10159b68615f9de62a8f3d46,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
walkforward_risk_calibration.csv,1245,9dbe2fe58fd66d521a4d90403f138a392bcf0fe7862e428e5b75b823f5043b09,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
walkforward_risk_probability_candidate.csv,2377898,c679c72032ee48058d54b35508584659a0fea65669845317ba60499fe5bd8498,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
weekly_candidate.csv,2043,19a2437a4bbc9524130a7010fc47b2d8b566ab98a67b080d33923c9e3ee01f1a,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
window_candidate.csv,302,932588f3cba50067c8f60a983fc5a982b3d1d80d14cf89cc0eec27ecebe25c52,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
yearwise_flow_feature_auc.csv,31681,8104e9faf5cb0534df7adc011fe5a068e276c06ac79989e93dcf0aae4da82de6,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
yearwise_signal_feature_auc.csv,29347,2c71291573135922b88f973a349a6b045c21c19ab4cd4ea3bd4fb88fe599be83,RESEARCH_ARTIFACT,COMMIT_OR_INDEX
