total_pnl,total_n,top1_days_pnl,top3_days_pnl,top5_days_pnl,top1_days_share,top3_days_share,top5_days_share,best_day,best_day_pnl,best_day_trades,best_week,best_week_pnl,best_week_trades,best_month,best_month_pnl,best_month_trades,worst_leave_one_day_expectancy,worst_leave_one_day_date,best_leave_one_day_expectancy,worst_leave_one_month_expectancy,worst_leave_one_month,winsorized_1_99_expectancy,trimmed_1_99_expectancy,p01,p99
5104.0,3655,978.0,2801.0,4343.0,0.1916144200626959,0.5487852664576802,0.8509012539184952,2026-03-09,978.0,53,2026-06-29/2026-07-05,1435.0,33,2026-07,1681.0,96,1.1454747362576347,2026-03-09,1.92,0.9617870188255128,2026-07,1.2402243502051995,1.3334264172018988,-217.84,211.30000000000018
